species_id,official_name,compact_name,kingdom,type
5476,Candida albicans,Candida albicans,,core
5478,Candida glabrata,Candida glabrata,,core
5479,Candida maltosa,Candida maltosa,,periphery
5480,Candida parapsilosis,Candida parapsilosis,,periphery
5482,Candida tropicalis,Candida tropicalis,,periphery
5501,Coccidioides immitis,Coccidioides immitis,,periphery
5507,Fusarium oxysporum,Fusarium oxysporum,,periphery
5518,Fusarium graminearum,Fusarium graminearum,,core
5551,Trichophyton rubrum,Trichophyton rubrum,,periphery
5664,Leishmania major,Leishmania major,,core
5671,Leishmania infantum,Leishmania infantum,,periphery
5679,Leishmania panamensis,Leishmania panamensis,,core
5691,Trypanosoma brucei,Trypanosoma brucei,,periphery
5693,Trypanosoma cruzi,Trypanosoma cruzi,,core
5722,Trichomonas vaginalis,Trichomonas vaginalis,,core
5741,Giardia intestinalis,Giardia intestinalis,,core
5759,Entamoeba histolytica,Entamoeba histolytica,,core
5762,Naegleria gruberi,Naegleria gruberi,,core
5786,Dictyostelium purpureum,Dictyostelium purpureum,,periphery
5808,Cryptosporidium muris,Cryptosporidium muris,,core
5811,Toxoplasma gondii,Toxoplasma gondii,,core
5821,Plasmodium berghei,Plasmodium berghei,,periphery
5825,Plasmodium chabaudi,Plasmodium chabaudi,,core
5827,Plasmodium cynomolgi,Plasmodium cynomolgi,,periphery
5833,Plasmodium falciparum,Plasmodium falciparum,,core
5850,Plasmodium knowlesi,Plasmodium knowlesi,,periphery
5855,Plasmodium vivax,Plasmodium vivax,,periphery
5860,Plasmodium vinckei,Plasmodium vinckei,,periphery
5865,Babesia bovis,Babesia bovis,,periphery
5872,Babesia equi,Babesia equi,,core
5874,Theileria annulata,Theileria annulata,,periphery
5875,Theileria parva,Theileria parva,,periphery
5888,Paramecium tetraurelia,Paramecium tetraurelia,,core
5911,Tetrahymena thermophila,Tetrahymena thermophila,,periphery
5932,Ichthyophthirius multifiliis,Ichthyophthirius multifiliis,,core
5970,Exophiala dermatitidis,Exophiala dermatitidis,,periphery
6087,Hydra vulgaris,Hydra vulgaris,,core
6183,Schistosoma mansoni,Schistosoma mansoni,,core
6211,Echinococcus multilocularis,Echinococcus multilocularis,,periphery
6238,Caenorhabditis briggsae,Caenorhabditis briggsae,,periphery
6239,Caenorhabditis elegans,Caenorhabditis elegans,,core
6326,Bursaphelenchus xylophilus,Bursaphelenchus xylophilus,,core
6334,Trichinella spiralis,Trichinella spiralis,,core
6412,Helobdella robusta,Helobdella robusta,,core
6500,Aplysia californica,Aplysia californica,,periphery
6669,Daphnia pulex,Daphnia pulex,,core
7029,Acyrthosiphon pisum,Acyrthosiphon pisum,,periphery
7070,Tribolium castaneum,Tribolium castaneum,,core
7091,Bombyx mori,Bombyx mori,,periphery
7159,Aedes aegypti,Aedes aegypti,,periphery
7165,Anopheles gambiae,Anopheles gambiae,,core
7176,Culex quinquefasciatus,Culex quinquefasciatus,,core
7209,Loa loa,Loa loa,,core
7213,Ceratitis capitata,Ceratitis capitata,,periphery
7217,Drosophila ananassae,Drosophila ananassae,,periphery
7220,Drosophila erecta,Drosophila erecta,,periphery
7222,Drosophila grimshawi,Drosophila grimshawi,,periphery
7227,Drosophila melanogaster,Drosophila melanogaster,,core
7230,Drosophila mojavensis,Drosophila mojavensis,,periphery
7234,Drosophila persimilis,Drosophila persimilis,,periphery
7237,Drosophila pseudoobscura,Drosophila pseudoobscura,,periphery
7244,Drosophila virilis,Drosophila virilis,,periphery
7245,Drosophila yakuba,Drosophila yakuba,,periphery
7260,Drosophila willistoni,Drosophila willistoni,,periphery
7370,Musca domestica,Musca domestica,,core
7425,Nasonia vitripennis,Nasonia vitripennis,,core
7460,Apis mellifera,Apis mellifera,,core
7668,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,,core
7719,Ciona intestinalis,Ciona intestinalis,,core
7739,Branchiostoma floridae,Branchiostoma floridae,,core
7897,Latimeria chalumnae,Latimeria chalumnae,,core
7918,Lepisosteus oculatus,Lepisosteus oculatus,,core
7955,Danio rerio,Danio rerio,,core
7994,Astyanax mexicanus,Astyanax mexicanus,,periphery
8010,Esox lucius,Esox lucius,,core
8049,Gadus morhua,Gadus morhua,,core
8081,Poecilia reticulata,Poecilia reticulata,,periphery
8083,Xiphophorus maculatus,Xiphophorus maculatus,,periphery
8090,Oryzias latipes,Oryzias latipes,,core
8128,Oreochromis niloticus,Oreochromis niloticus,,core
8153,Haplochromis burtoni,Haplochromis burtoni,,periphery
8364,Xenopus (Silurana) tropicalis,Xenopus tropicalis,,core
8469,Chelonia mydas,Chelonia mydas,,periphery
8479,Chrysemys picta,Chrysemys picta,,core
8496,Alligator mississippiensis,Alligator mississippiensis,,periphery
8932,Columba livia,Columba livia,,periphery
9031,Gallus gallus,Gallus gallus,,core
9258,Ornithorhynchus anatinus,Ornithorhynchus anatinus,,core
9305,Sarcophilus harrisii,Sarcophilus harrisii,,periphery
9315,Macropus eugenii,Macropus eugenii,,periphery
9361,Dasypus novemcinctus,Dasypus novemcinctus,,periphery
9365,Erinaceus europaeus,Erinaceus europaeus,,periphery
9371,Echinops telfairi,Echinops telfairi,,periphery
9402,Pteropus alecto,Pteropus alecto,,periphery
9478,Tarsius syrichta,Tarsius syrichta,,periphery
9483,Callithrix jacchus,Callithrix jacchus,,periphery
9541,Macaca fascicularis,Macaca fascicularis,,periphery
9544,Macaca mulatta,Macaca mulatta,,periphery
9555,Papio anubis,Papio anubis,,periphery
9593,Gorilla gorilla,Gorilla gorilla,,periphery
9597,Pan paniscus,Pan paniscus,,periphery
9598,Pan troglodytes,Pan troglodytes,,periphery
9601,Pongo abelii,Pongo abelii,,periphery
9606,Homo sapiens,Homo sapiens,,core
9612,Canis lupus,Canis lupus,,periphery
9646,Ailuropoda melanoleuca,Ailuropoda melanoleuca,,periphery
9668,Mustela putorius,Mustela putorius,,periphery
9685,Felis catus,Felis catus,,periphery
9694,Panthera tigris,Panthera tigris,,periphery
9707,Odobenus rosmarus,Odobenus rosmarus,,periphery
9713,Leptonychotes weddellii,Leptonychotes weddellii,,periphery
9733,Orcinus orca,Orcinus orca,,periphery
9739,Tursiops truncatus,Tursiops truncatus,,periphery
9767,Balaenoptera acutorostrata,Balaenoptera acutorostrata,,periphery
9778,Trichechus manatus,Trichechus manatus,,periphery
9785,Loxodonta africana,Loxodonta africana,,core
9818,Orycteropus afer,Orycteropus afer,,periphery
9823,Sus scrofa,Sus scrofa,,periphery
9913,Bos taurus,Bos taurus,,core
9940,Ovis aries,Ovis aries,,core
9978,Ochotona princeps,Ochotona princeps,,periphery
9986,Oryctolagus cuniculus,Oryctolagus cuniculus,,core
10029,Cricetulus griseus,Cricetulus griseus,,periphery
10036,Mesocricetus auratus,Mesocricetus auratus,,periphery
10042,Peromyscus maniculatus,Peromyscus maniculatus,,periphery
10090,Mus musculus,Mus musculus,,core
10116,Rattus norvegicus,Rattus norvegicus,,core
10141,Cavia porcellus,Cavia porcellus,,core
10160,Octodon degus,Octodon degus,,periphery
10181,Heterocephalus glaber,Heterocephalus glaber,,periphery
10224,Saccoglossus kowalevskii,Saccoglossus kowalevskii,,core
10228,Trichoplax adhaerens,Trichoplax adhaerens,,core
12957,Atta cephalotes,Atta cephalotes,,periphery
13035,Dactylococcopsis salina PCC8305,Dactylococcopsis salina,,core
13037,Danaus plexippus,Danaus plexippus,,core
13249,Rhodnius prolixus,Rhodnius prolixus,,periphery
13333,Amborella trichopoda,Amborella trichopoda,,core
13349,Arthrobotrys oligospora,Arthrobotrys oligospora,,periphery
13616,Monodelphis domestica,Monodelphis domestica,,periphery
13684,Parastagonospora nodorum,Parastagonospora nodorum,,periphery
13689,Sphingomonas paucimobilis,Sphingomonas paucimobilis,,core
13690,Sphingobium yanoikuyae,Sphingobium yanoikuyae,,periphery
13735,Pelodiscus sinensis,Pelodiscus sinensis,,core
15368,Brachypodium distachyon,Brachypodium distachyon,,periphery
27288,Naumovozyma castellii,Naumovozyma castellii,,core
27289,Naumovozyma dairenensis,Naumovozyma dairenensis,,periphery
27337,Verticillium dahliae,Verticillium dahliae,,periphery
27679,Saimiri boliviensis,Saimiri boliviensis,,periphery
27923,Mnemiopsis leidyi,Mnemiopsis leidyi,,core
28042,Saccharopolyspora rectivirgula,Saccharopolyspora rectivirgula,,core
28072,Nostoc sp. PCC7524,Nostoc sp. PCC7524,,periphery
28115,Porphyromonas macacae,Porphyromonas macacae,,periphery
28152,Yersinia kristensenii,Yersinia kristensenii,,periphery
28176,Candidatus Photodesmus katoptron,Photodesmus katoptron,,periphery
28229,Colwellia psychrerythraea,Colwellia psychrerythraea,,core
28258,Cobetia marina,Cobetia marina,,core
28377,Anolis carolinensis,Anolis carolinensis,,core
28444,Herbidospora cretacea,Herbidospora cretacea,,periphery
28532,Tarenaya hassleriana,Tarenaya hassleriana,,periphery
28564,Talaromyces stipitatus,Talaromyces stipitatus,,periphery
28583,Allomyces macrogynus,Allomyces macrogynus,,core
28737,Elephantulus edwardii,Elephantulus edwardii,,periphery
28985,Kluyveromyces lactis,Kluyveromyces lactis,,core
29073,Ursus maritimus,Ursus maritimus,,periphery
29078,Eptesicus fuscus,Eptesicus fuscus,,periphery
29176,Neospora caninum,Neospora caninum,,periphery
29306,Streptomyces griseoluteus,Streptomyces griseoluteus,,periphery
29486,Yersinia ruckeri,Yersinia ruckeri,,periphery
29495,Vibrio navarrensis,Vibrio navarrensis,,periphery
29540,Natrialba asiatica DSM12278,Natrialba asiatica,,periphery
29581,Janthinobacterium lividum,Janthinobacterium lividum,,periphery
29730,Gossypium raimondii,Gossypium raimondii,,periphery
29760,Vitis vinifera,Vitis vinifera,,core
29850,Gaeumannomyces graminis,Gaeumannomyces graminis,,periphery
29875,Trichoderma virens,Trichoderma virens,,core
29908,Sporothrix schenckii,Sporothrix schenckii,,periphery
30611,Otolemur garnettii,Otolemur garnettii,,periphery
31033,Takifugu rubripes,Takifugu rubripes,,periphery
31234,Caenorhabditis remanei,Caenorhabditis remanei,,periphery
31870,Colletotrichum graminicola,Colletotrichum graminicola,,periphery
31954,Bifidobacterium pseudolongum subsp. pseudolongum,Bifidobacterium pseudolongum,,periphery
31964,Clavibacter michiganensis subsp. sepedonicus,Clavibacter michiganensis sepedonicus,,core
32024,Campylobacter sputorum biovar sputorum,Campylobacter sputorum,,periphery
32042,Pseudomonas stutzeri ATCC14405,Pseudomonas stutzeri ATCC14405,,periphery
32049,Synechococcus sp. PCC7002,Synechococcus sp. PCC7002,,core
32051,Synechococcus sp. WH 7803,Synechococcus sp. WH 7803,,periphery
32057,Calothrix sp. PCC7103,Calothrix sp. PCC7103,,periphery
32264,Tetranychus urticae,Tetranychus urticae,,core
32507,Neolamprologus brichardi,Neolamprologus brichardi,,periphery
33035,Blautia producta,Blautia producta,,core
33169,Eremothecium gossypii,Eremothecium gossypii,,core
33178,Aspergillus terreus,Aspergillus terreus,,periphery
33188,Uncinocarpus reesii,Uncinocarpus reesii,,periphery
33876,Catenuloplanes japonicus,Catenuloplanes japonicus,,periphery
33898,Streptomyces galbus,Streptomyces galbus,,periphery
33905,Bifidobacterium thermophilum,Bifidobacterium thermophilum,,periphery
34007,Paracoccus versutus,Paracoccus versutus,,core
34349,Mixia osmundae,Mixia osmundae,,core
34373,Blumeria graminis,Blumeria graminis,,periphery
34506,Strongyloides ratti,Strongyloides ratti,,core
34740,Heliconius melpomene,Heliconius melpomene,,periphery
34839,Chinchilla lanigera,Chinchilla lanigera,,periphery
35128,Thalassiosira pseudonana,Thalassiosira pseudonana,,core
35703,Citrobacter amalonaticus,Citrobacter amalonaticus,,core
35720,Thielavia terrestris,Thielavia terrestris,,periphery
35725,Macrophomina phaseolina,Macrophomina phaseolina,,periphery
35754,Dactylosporangium aurantiacum,Dactylosporangium aurantiacum,,periphery
35760,Bifidobacterium choerinum,Bifidobacterium choerinum,,periphery
35841,Bacillus thermoamylovorans,Bacillus thermoamylovorans,,periphery
36033,Vanderwaltozyma polyspora,Vanderwaltozyma polyspora,,core
36080,Mucor circinelloides,Mucor circinelloides,,periphery
36331,Pythium irregulare,Pythium irregulare,,periphery
36630,Neosartorya fischeri,Neosartorya fischeri,,core
36651,Penicillium digitatum,Penicillium digitatum,,periphery
36809,Mycobacterium abscessus,Mycobacterium abscessus,,core
36870,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Wigglesworthia glossinidia sp. Gbr,,core
36874,Porphyromonas cangingivalis,Porphyromonas cangingivalis,,periphery
36875,Porphyromonas canoris,Porphyromonas canoris,,periphery
36914,Lodderomyces elongisporus,Lodderomyces elongisporus,,periphery
37659,Clostridium algidicarnis,Clostridium algidicarnis,,periphery
37682,Aegilops tauschii,Aegilops tauschii,,periphery
37692,Candidatus Phytoplasma mali,Phytoplasma mali,,core
37727,Talaromyces marneffei,Talaromyces marneffei,,periphery
37919,Rhodococcus opacus,Rhodococcus opacus,,core
38033,Chaetomium globosum,Chaetomium globosum,,periphery
38654,Alligator sinensis,Alligator sinensis,,periphery
38727,Panicum virgatum,Panicum virgatum,,periphery
38833,Micromonas pusilla,Micromonas pusilla,,periphery
39416,Tuber melanosporum,Tuber melanosporum,,periphery
40041,Streptococcus equi subsp. zooepidemicus,Streptococcus equi,,core
40127,Neurospora tetrasperma,Neurospora tetrasperma,,periphery
40148,Oryza glumipatula,Oryza glumipatula,,periphery
40149,Oryza meridionalis,Oryza meridionalis,,periphery
40215,Acinetobacter junii,Acinetobacter junii,,periphery
40373,Acinetobacter sp. CIP-A165,Acinetobacter sp. CIPA165,,periphery
40384,Aspergillus kawachii,Aspergillus kawachii,,periphery
40483,Fomitopsis pinicola,Fomitopsis pinicola,,periphery
40492,Stereum hirsutum,Stereum hirsutum,,core
40559,Botrytis cinerea,Botrytis cinerea,,core
40571,Lentzea albidocapillata,Lentzea albidocapillata,,periphery
41431,Cyanothece sp. PCC8801,Cyanothece sp. PCC8801,,core
41875,Bathycoccus prasinos,Bathycoccus prasinos,,periphery
42068,Pneumocystis jirovecii,Pneumocystis jirovecii,,periphery
42099,Pythium vexans,Pythium vexans,,periphery
42254,Sorex araneus,Sorex araneus,,periphery
42256,Rubrobacter radiotolerans,Rubrobacter radiotolerans,,periphery
42345,Phoenix dactylifera,Phoenix dactylifera,,core
42374,Candida dubliniensis,Candida dubliniensis,,core
42565,Halomonas salina,Halomonas salina,,periphery
43151,Anopheles darlingi,Anopheles darlingi,,periphery
43179,Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,,periphery
43228,Capronia epimyces,Capronia epimyces,,periphery
43229,Capronia coronata,Capronia coronata,,periphery
43354,Prauserella rugosa,Prauserella rugosa,,periphery
43759,Streptomyces wedmorensis,Streptomyces wedmorensis,,periphery
43989,Cyanothece sp. ATCC51142,Cyanothece sp. ATCC51142,,core
44056,Aureococcus anophagefferens,Aureococcus anophagefferens,,core
44060,Streptomyces megasporus,Streptomyces megasporus,,periphery
44251,Paenibacillus durus,Paenibacillus durus,,core
44454,Mycobacterium avium subsp. avium,Mycobacterium avium avium,,core
44689,Dictyostelium discoideum,Dictyostelium discoideum,,core
45130,Bipolaris sorokiniana,Bipolaris sorokiniana,,periphery
45151,Pyrenophora tritici-repentis,Pyrenophora triticirepentis,,periphery
45157,Cyanidioschyzon merolae,Cyanidioschyzon merolae,,core
45285,Eremothecium cymbalariae,Eremothecium cymbalariae,,periphery
45351,Nematostella vectensis,Nematostella vectensis,,periphery
45361,Mycoplasma conjunctivae,Mycoplasma conjunctivae,,periphery
45596,Candida tenuis,Candida tenuis,,periphery
46234,Anabaena sp. 90,Anabaena sp. 90,,periphery
46256,Weissella hellenica,Weissella hellenica,,periphery
46429,Sphingobium chlorophenolicum,Sphingobium chlorophenolicum,,core
46681,Entamoeba dispar,Entamoeba dispar,,periphery
47716,Streptomyces olivaceus,Streptomyces olivaceus,,periphery
47763,Streptomyces lydicus,Streptomyces lydicus,,periphery
47839,Mycobacterium triplex,Mycobacterium triplex,,periphery
48698,Poecilia formosa,Poecilia formosa,,periphery
50452,Arabis alpina,Arabis alpina,,periphery
50960,Helicobacter trogontum,Helicobacter trogontum,,periphery
51337,Jaculus jaculus,Jaculus jaculus,,periphery
51453,Trichoderma reesei,Trichoderma reesei,,periphery
51511,Ciona savignyi,Ciona savignyi,,periphery
52598,Sulfitobacter sp. EE-36,Sulfitobacter sp. EE36,,core
52644,Haliaeetus leucocephalus,Haliaeetus leucocephalus,,periphery
53485,Pyrenophora teres,Pyrenophora teres,,periphery
55207,Pectobacterium betavasculorum,Pectobacterium betavasculorum,,core
55529,Guillardia theta,Guillardia theta,,core
55601,Vibrio anguillarum,Vibrio anguillarum,,core
55952,Streptomyces toyocaensis,Streptomyces toyocaensis,,periphery
56107,Cylindrospermum stagnale PCC7417,Cylindrospermum stagnale,,periphery
56110,Oscillatoria acuminata PCC6304,Oscillatoria acuminata,,periphery
56780,Syntrophus aciditrophicus SB,Syntrophus aciditrophicus,,periphery
57918,Fragaria vesca,Fragaria vesca,,core
58123,Spirillospora albida,Spirillospora albida,,core
58344,Streptomyces celluloflavus,Streptomyces celluloflavus,,periphery
59196,Rickettsiella grylli,Rickettsiella grylli,,periphery
59374,Fibrobacter succinogenes subsp. succinogenes S85,Fibrobacter succinogenes,,core
59463,Myotis lucifugus,Myotis lucifugus,,periphery
59538,Pantholops hodgsonii,Pantholops hodgsonii,,periphery
59689,Arabidopsis lyrata,Arabidopsis lyrata,,periphery
59748,Candidatus Phytoplasma australiense,Phytoplasma australiense,,periphery
59894,Ficedula albicollis,Ficedula albicollis,,periphery
59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus marinus pastoris,,periphery
59921,Prochlorococcus marinus str. MIT 9107,Prochlorococcus marinus MIT9107,,periphery
59925,Prochlorococcus marinus str. GP2,Prochlorococcus marinus GP2,,periphery
59926,Prochlorococcus marinus str. SB,Prochlorococcus marinus SB,,periphery
59931,Synechococcus sp. WH 7805,Synechococcus sp. WH 7805,,periphery
60520,Lactobacillus paraplantarum,Lactobacillus paraplantarum,,periphery
60711,Chlorocebus sabaeus,Chlorocebus sabaeus,,periphery
61273,Ophiostoma piceae,Ophiostoma piceae,,periphery
61459,Coniosporium apollinis,Coniosporium apollinis,,periphery
61622,Rhinopithecus roxellana,Rhinopithecus roxellana,,periphery
61647,Pluralibacter gergoviae,Pluralibacter gergoviae,,core
61853,Nomascus leucogenys,Nomascus leucogenys,,periphery
62928,Azoarcus sp. BH72,Azoarcus sp. BH72,,core
62977,Acinetobacter sp. ADP1,Acinetobacter sp. ADP1,,core
63400,Arthroderma benhamiae,Arthroderma benhamiae,,periphery
63402,Microsporum gypseum,Microsporum gypseum,,periphery
63405,Arthroderma otae,Arthroderma otae,,core
63418,Trichophyton equinum,Trichophyton equinum,,periphery
63577,Trichoderma atroviride,Trichoderma atroviride,,periphery
