species_id,official_name,compact_name,kingdom,type
5825,Plasmodium chabaudi,Plasmodium chabaudi,eukaryota,periphery
5833,Plasmodium falciparum,Plasmodium falciparum,eukaryota,core
5850,Plasmodium knowlesi,Plasmodium knowlesi,eukaryota,periphery
5855,Plasmodium vivax,Plasmodium vivax,eukaryota,periphery
5911,Tetrahymena thermophila,Tetrahymena thermophila,eukaryota,periphery
6085,Hydra magnipapillata,Hydra magnipapillata,eukaryota,core
6183,Schistosoma mansoni,Schistosoma mansoni,eukaryota,core
6238,Caenorhabditis briggsae,Caenorhabditis briggsae,eukaryota,periphery
6239,Caenorhabditis elegans,Caenorhabditis elegans,eukaryota,core
6334,Trichinella spiralis,Trichinella spiralis,eukaryota,periphery
6669,Daphnia pulex,Daphnia pulex,eukaryota,core
6945,Ixodes scapularis,Ixodes scapularis,eukaryota,core
7029,Acyrthosiphon pisum,Acyrthosiphon pisum,eukaryota,core
7070,Tribolium castaneum,Tribolium castaneum,eukaryota,periphery
7091,Bombyx mori,Bombyx mori,eukaryota,core
7159,Aedes aegypti,Aedes aegypti,eukaryota,periphery
7165,Anopheles gambiae,Anopheles gambiae,eukaryota,periphery
7176,Culex quinquefasciatus,Culex quinquefasciatus,eukaryota,periphery
7217,Drosophila ananassae,Drosophila ananassae,eukaryota,periphery
7222,Drosophila grimshawi,Drosophila grimshawi,eukaryota,periphery
7227,Drosophila melanogaster,Drosophila melanogaster,eukaryota,core
7237,Drosophila pseudoobscura,Drosophila pseudoobscura,eukaryota,periphery
7244,Drosophila virilis,Drosophila virilis,eukaryota,periphery
7245,Drosophila yakuba,Drosophila yakuba,eukaryota,periphery
7260,Drosophila willistoni,Drosophila willistoni,eukaryota,periphery
7425,Nasonia vitripennis,Nasonia vitripennis,eukaryota,core
7460,Apis mellifera,Apis mellifera,eukaryota,core
7668,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,eukaryota,periphery
7719,Ciona intestinalis,Ciona intestinalis,eukaryota,core
7739,Branchiostoma floridae,Branchiostoma floridae,eukaryota,core
7757,Petromyzon marinus,Petromyzon marinus,eukaryota,periphery
7897,Latimeria chalumnae,Latimeria chalumnae,eukaryota,core
7955,Danio rerio,Danio rerio,eukaryota,periphery
8049,Gadus morhua,Gadus morhua,eukaryota,core
8083,Xiphophorus maculatus,Xiphophorus maculatus,eukaryota,core
8090,Oryzias latipes,Oryzias latipes,eukaryota,periphery
8128,Oreochromis niloticus,Oreochromis niloticus,eukaryota,core
8364,Xenopus (Silurana) tropicalis,Xenopus Silurana,eukaryota,core
9031,Gallus gallus,Gallus gallus,eukaryota,core
9103,Meleagris gallopavo,Meleagris gallopavo,eukaryota,periphery
9258,Ornithorhynchus anatinus,Ornithorhynchus anatinus,eukaryota,core
9305,Sarcophilus harrisii,Sarcophilus harrisii,eukaryota,core
9315,Macropus eugenii,Macropus eugenii,eukaryota,periphery
9361,Dasypus novemcinctus,Dasypus novemcinctus,eukaryota,periphery
9371,Echinops telfairi,Echinops telfairi,eukaryota,periphery
9478,Tarsius syrichta,Tarsius syrichta,eukaryota,periphery
9483,Callithrix jacchus,Callithrix jacchus,eukaryota,core
9544,Macaca mulatta,Macaca mulatta,eukaryota,periphery
9593,Gorilla gorilla,Gorilla gorilla,eukaryota,core
9598,Pan troglodytes,Pan troglodytes,eukaryota,periphery
9601,Pongo abelii,Pongo abelii,eukaryota,periphery
9606,Homo sapiens,Homo sapiens,eukaryota,core
9615,Canis lupus familiaris,Canis lupus,eukaryota,core
9646,Ailuropoda melanoleuca,Ailuropoda melanoleuca,eukaryota,core
9669,Mustela putorius furo,Mustela putorius,eukaryota,core
9685,Felis catus,Felis catus,eukaryota,periphery
9739,Tursiops truncatus,Tursiops truncatus,eukaryota,core
9785,Loxodonta africana,Loxodonta africana,eukaryota,core
9796,Equus caballus,Equus caballus,eukaryota,periphery
9813,Procavia capensis,Procavia capensis,eukaryota,periphery
9823,Sus scrofa,Sus scrofa,eukaryota,periphery
9913,Bos taurus,Bos taurus,eukaryota,periphery
9986,Oryctolagus cuniculus,Oryctolagus cuniculus,eukaryota,periphery
10020,Dipodomys ordii,Dipodomys ordii,eukaryota,periphery
10090,Mus musculus,Mus musculus,eukaryota,core
10116,Rattus norvegicus,Rattus norvegicus,eukaryota,periphery
10141,Cavia porcellus,Cavia porcellus,eukaryota,periphery
10228,Trichoplax adhaerens,Trichoplax adhaerens,eukaryota,core
12957,Atta cephalotes,Atta cephalotes,eukaryota,core
13037,Danaus plexippus,Danaus plexippus,eukaryota,core
13616,Monodelphis domestica,Monodelphis domestica,eukaryota,core
13684,Phaeosphaeria nodorum,Phaeosphaeria nodorum,eukaryota,periphery
13735,Pelodiscus sinensis,Pelodiscus sinensis,eukaryota,core
15368,Brachypodium distachyon,Brachypodium distachyon,eukaryota,periphery
28377,Anolis carolinensis,Anolis carolinensis,eukaryota,periphery
29760,Vitis vinifera,Vitis vinifera,eukaryota,periphery
29850,Gaeumannomyces graminis,Gaeumannomyces graminis,eukaryota,core
29875,Hypocrea virens,Hypocrea virens,eukaryota,core
30608,Microcebus murinus,Microcebus murinus,eukaryota,periphery
30611,Otolemur garnettii,Otolemur garnettii,eukaryota,core
31033,Takifugu rubripes,Takifugu rubripes,eukaryota,periphery
31234,Caenorhabditis remanei,Caenorhabditis remanei,eukaryota,periphery
31964,Clavibacter michiganensis subsp. sepedonicus,Clavibacter michiganensis sepedonicus,bacteria,core
32049,Synechococcus sp. PCC 7002,Synechococcus sp. PCC7002,bacteria,core
32051,Synechococcus sp. WH 7803,Synechococcus sp. WH7803,bacteria,periphery
33169,Eremothecium gossypii,Eremothecium gossypii,eukaryota,core
33178,Aspergillus terreus,Aspergillus terreus,eukaryota,periphery
34740,Heliconius melpomene,Heliconius melpomene,eukaryota,periphery
35128,Thalassiosira pseudonana,Thalassiosira pseudonana,eukaryota,core
36630,Neosartorya fischeri,Neosartorya fischeri,eukaryota,core
36870,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Wigglesworthia glossinidia Gb,bacteria,core
37347,Tupaia belangeri,Tupaia belangeri,eukaryota,periphery
37692,Candidatus Phytoplasma mali,Phytoplasma mali,bacteria,core
39416,Tuber melanosporum,Tuber melanosporum,eukaryota,periphery
39946,Oryza sativa Indica Group,Oryza sativa Indica,eukaryota,periphery
39947,Oryza sativa Japonica Group,Oryza sativa Japonica,eukaryota,core
40041,Streptococcus equi subsp. zooepidemicus,Streptococcus equi,bacteria,periphery
40559,Botryotinia fuckeliana,Botryotinia fuckeliana,eukaryota,core
41431,Cyanothece sp. PCC 8801,Cyanothece sp. PCC8801,bacteria,periphery
43151,Anopheles darlingi,Anopheles darlingi,eukaryota,periphery
43179,Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,eukaryota,core
43989,Cyanothece sp. ATCC 51142,Cyanothece sp. ATCC51142,bacteria,periphery
44689,Dictyostelium discoideum,Dictyostelium discoideum,eukaryota,core
45157,Cyanidioschyzon merolae,Cyanidioschyzon merolae,eukaryota,periphery
45351,Nematostella vectensis,Nematostella vectensis,eukaryota,periphery
50743,unidentified eubacterium SCB49,unidentified eubacterium SCB49,bacteria,periphery
51453,Hypocrea jecorina,Hypocrea jecorina,eukaryota,periphery
51511,Ciona savignyi,Ciona savignyi,eukaryota,periphery
52598,Sulfitobacter sp. EE-36,Sulfitobacter sp. EE36,bacteria,core
54126,Pristionchus pacificus,Pristionchus pacificus,eukaryota,periphery
56780,Syntrophus aciditrophicus SB,Syntrophus aciditrophicus,bacteria,core
58051,Moritella sp. PE36,Moritella sp. PE36,bacteria,core
59196,Rickettsiella grylli,Rickettsiella grylli,bacteria,core
59374,Fibrobacter succinogenes subsp. succinogenes S85,Fibrobacter succinogenes,bacteria,core
59463,Myotis lucifugus,Myotis lucifugus,eukaryota,core
59689,Arabidopsis lyrata,Arabidopsis lyrata,eukaryota,periphery
59729,Taeniopygia guttata,Taeniopygia guttata,eukaryota,core
59748,Candidatus Phytoplasma australiense,Phytoplasma australiense,bacteria,periphery
59919,Prochlorococcus marinus subsp. pastoris str. CCMP1986,Prochlorococcus marinus pastoris,bacteria,periphery
59931,Synechococcus sp. WH 7805,Synechococcus sp. WH7805,bacteria,periphery
61853,Nomascus leucogenys,Nomascus leucogenys,eukaryota,core
62928,Azoarcus sp. BH72,Azoarcus sp. BH72,bacteria,core
62977,Acinetobacter sp. ADP1,Acinetobacter sp. ADP1,bacteria,core
63737,Nostoc punctiforme PCC 73102,Nostoc punctiforme,bacteria,core
64091,Halobacterium sp. NRC-1,Halobacterium sp. NRC1,archaea,core
64471,Synechococcus sp. CC9311,Synechococcus sp. CC9311,bacteria,periphery
65071,Pythium ultimum,Pythium ultimum,eukaryota,core
65393,Cyanothece sp. PCC 7424,Cyanothece sp. PCC7424,bacteria,core
66692,Bacillus clausii KSM-K16,Bacillus clausii,bacteria,periphery
67593,Phytophthora sojae,Phytophthora sojae,eukaryota,periphery
69014,Thermococcus kodakarensis KOD1,Thermococcus kodakarensis,archaea,periphery
69042,Synechococcus sp. WH 5701,Synechococcus sp. WH5701,bacteria,periphery
69293,Gasterosteus aculeatus,Gasterosteus aculeatus,eukaryota,core
70448,Ostreococcus tauri,Ostreococcus tauri,eukaryota,core
70601,Pyrococcus horikoshii OT3,Pyrococcus horikoshii,archaea,periphery
71421,Haemophilus influenzae Rd KW20,Haemophilus influenzae,bacteria,core
74546,Prochlorococcus marinus str. MIT 9312,Prochlorococcus marinus MIT9312,bacteria,periphery
74547,Prochlorococcus marinus str. MIT 9313,Prochlorococcus marinus MIT9313,bacteria,periphery
76114,Aromatoleum aromaticum EbN1,Aromatoleum aromaticum,bacteria,core
76869,Pseudomonas putida GB-1,Pseudomonas putida GB1,bacteria,periphery
78245,Xanthobacter autotrophicus Py2,Xanthobacter autotrophicus,bacteria,core
79929,Methanothermobacter marburgensis str. Marburg,Methanothermobacter marburgensis,archaea,periphery
83332,Mycobacterium tuberculosis H37Rv,Mycobacterium tuberculosis H37Rv,bacteria,periphery
83406,gamma proteobacterium HdN1,gamma proteobacterium HdN1,bacteria,periphery
84588,Synechococcus sp. WH 8102,Synechococcus sp. WH8102,bacteria,periphery
85643,Thauera sp. MZ1T,Thauera sp. MZ1T,bacteria,core
85962,Helicobacter pylori 26695,Helicobacter pylori 26695,bacteria,periphery
85963,Helicobacter pylori J99,Helicobacter pylori J99,bacteria,periphery
87626,Pseudoalteromonas tunicata D2,Pseudoalteromonas tunicata,bacteria,periphery
88036,Selaginella moellendorffii,Selaginella moellendorffii,eukaryota,core
89187,Roseovarius nubinhibens ISM,Roseovarius nubinhibens,bacteria,periphery
91464,Synechococcus sp. PCC 7335,Synechococcus sp. PCC7335,bacteria,periphery
93059,Prochlorococcus marinus str. MIT 9211,Prochlorococcus marinus MIT9211,bacteria,periphery
93060,Prochlorococcus marinus str. MIT 9215,Prochlorococcus marinus MIT9215,bacteria,periphery
93061,Staphylococcus aureus subsp. aureus NCTC 8325,Staphylococcus aureus NCTC8325,bacteria,periphery
93062,Staphylococcus aureus subsp. aureus COL,Staphylococcus aureus COL,bacteria,periphery
94122,Shewanella sp. ANA-3,Shewanella sp. ANA3,bacteria,periphery
96561,Desulfococcus oleovorans Hxd3,Desulfococcus oleovorans,bacteria,core
99287,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Salmonella enterica LT2,bacteria,periphery
99883,Tetraodon nigroviridis,Tetraodon nigroviridis,eukaryota,periphery
100226,Streptomyces coelicolor A3(2),Streptomyces coelicolor,bacteria,periphery
101510,Rhodococcus jostii RHA1,Rhodococcus jostii,bacteria,periphery
103690,Nostoc sp. PCC 7120,Nostoc sp. PCC7120,bacteria,periphery
105559,Nitrosococcus watsonii C-113,Nitrosococcus watsonii,bacteria,periphery
106370,Frankia sp. CcI3,Frankia sp. CcI3,bacteria,core
107806,Buchnera aphidicola str. APS (Acyrthosiphon pisum),Buchnera aphidicola APS,bacteria,periphery
110662,Synechococcus sp. CC9605,Synechococcus sp. CC9605,bacteria,periphery
114615,Bradyrhizobium sp. ORS 278,Bradyrhizobium sp. ORS278,bacteria,core
115713,Chlamydophila pneumoniae CWL029,Chlamydophila pneumoniae CWL029,bacteria,core
117187,Gibberella moniliformis,Gibberella moniliformis,eukaryota,core
118168,Microcoleus chthonoplastes PCC 7420,Microcoleus chthonoplastes,bacteria,core
121225,Pediculus humanus,Pediculus humanus,eukaryota,core
122586,Neisseria meningitidis MC58,Neisseria meningitidis,bacteria,core
123214,Persephonella marina EX-H1,Persephonella marina,bacteria,core
132908,Pteropus vampyrus,Pteropus vampyrus,eukaryota,core
134676,Actinoplanes sp. SE50/110,Actinoplanes sp. SE50110,bacteria,core
135651,Caenorhabditis brenneri,Caenorhabditis brenneri,eukaryota,periphery
137722,Azospirillum sp. B510,Azospirillum sp. B510,bacteria,periphery
138119,Desulfitobacterium hafniense Y51,Desulfitobacterium hafniense,bacteria,core
140110,Necteria haematococca,Necteria haematococca,eukaryota,core
146891,Prochlorococcus marinus str. AS9601,Prochlorococcus marinus  AS9601,bacteria,core
148304,Magnaporthe poae,Magnaporthe poae,eukaryota,periphery
148305,Magnaporthe grisea,Magnaporthe grisea,eukaryota,core
153948,Nitrosomonas sp. AL212,Nitrosomonas sp. AL212,bacteria,periphery
155864,Escherichia coli O157:H7 str. EDL933,Escherichia coli O157H7,bacteria,periphery
156578,Alteromonadales bacterium TW-7,Alteromonadales bacterium,bacteria,periphery
156586,Flavobacteria bacterium BBFL7,Flavobacteria bacterium BBFL7,bacteria,periphery
156889,Magnetococcus marinus MC-1,Magnetococcus marinus,bacteria,core
158189,Sphaerochaeta globus str. Buddy,Sphaerochaeta globus,bacteria,core
158190,Sphaerochaeta pleomorpha str. Grapes,Sphaerochaeta pleomorpha,bacteria,periphery
158878,Staphylococcus aureus subsp. aureus Mu50,Staphylococcus aureus Mu50,bacteria,core
159087,Dechloromonas aromatica RCB,Dechloromonas aromatica,bacteria,core
160488,Pseudomonas putida KT2440,Pseudomonas putida KT2440,bacteria,periphery
160490,Streptococcus pyogenes M1 GAS,Streptococcus pyogenes,bacteria,periphery
160492,Xylella fastidiosa 9a5c,Xylella fastidiosa,bacteria,core
161528,Erythrobacter sp. SD-21,Erythrobacter sp. SD21,bacteria,core
162425,Emericella nidulans,Emericella nidulans,eukaryota,periphery
163164,Wolbachia endosymbiont of Drosophila melanogaster,Wolbachia sp. Dm,bacteria,core
164328,Phytophthora ramorum,Phytophthora ramorum,eukaryota,periphery
164757,Mycobacterium sp. JLS,Mycobacterium sp. JLS,bacteria,periphery
166314,Synechococcus sp. WH 8109,Synechococcus sp. WH8109,bacteria,periphery
167539,Prochlorococcus marinus subsp. marinus str. CCMP1375,Prochlorococcus marinus marinus,bacteria,periphery
167542,Prochlorococcus marinus str. MIT 9515,Prochlorococcus marinus MIT9515,bacteria,periphery
167546,Prochlorococcus marinus str. MIT 9301,Prochlorococcus marinus MIT9301,bacteria,periphery
167555,Prochlorococcus marinus str. NATL1A,Prochlorococcus marinus NATL1A,bacteria,periphery
167879,Colwellia psychrerythraea 34H,Colwellia psychrerythraea,bacteria,core
169963,Listeria monocytogenes EGD-e,Listeria monocytogenes EGDe,bacteria,periphery
170187,Streptococcus pneumoniae TIGR4,Streptococcus pneumoniae TIGR4,bacteria,core
171101,Streptococcus pneumoniae R6,Streptococcus pneumoniae R6,bacteria,periphery
176279,Staphylococcus epidermidis RP62A,Staphylococcus epidermidis RP62A,bacteria,periphery
176280,Staphylococcus epidermidis ATCC 12228,Staphylococcus epidermidis ATCC12228,bacteria,periphery
176299,Agrobacterium tumefaciens str. C58,Agrobacterium tumefaciens C58,bacteria,periphery
177416,Francisella tularensis subsp. tularensis SCHU S4,Francisella tularensis  tularensis,bacteria,core
177437,Desulfobacterium autotrophicum HRM2,Desulfobacterium autotrophicum,bacteria,core
177439,Desulfotalea psychrophila LSv54,Desulfotalea psychrophila,bacteria,core
178306,Pyrobaculum aerophilum str. IM2,Pyrobaculum aerophilum,archaea,periphery
180281,Cyanobium sp. PCC 7001,Cyanobium sp. PCC7001,bacteria,core
182082,Chlamydophila pneumoniae TW-183,Chlamydophila pneumoniae TW183,bacteria,periphery
184922,Giardia lamblia ATCC 50803,Giardia lamblia,eukaryota,periphery
186497,Pyrococcus furiosus DSM 3638,Pyrococcus furiosus,archaea,periphery
187272,Alkalilimnicola ehrlichii MLHE-1,Alkalilimnicola ehrlichii,bacteria,core
187410,Yersinia pestis KIM10,Yersinia pestis KIM10,bacteria,periphery
187420,Methanothermobacter thermautotrophicus str. Delta H,Methanothermobacter thermautotrophicus,archaea,core
188626,Dermacoccus sp. Ellin185,Dermacoccus sp. Ellin185,bacteria,core
188937,Methanosarcina acetivorans C2A,Methanosarcina acetivorans,archaea,periphery
189518,Leptospira interrogans serovar Lai str. 56601,Leptospira interrogans Lai,bacteria,core
190192,Methanopyrus kandleri AV19,Methanopyrus kandleri,archaea,core
190304,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,Fusobacterium nucleatum nucleatum,bacteria,periphery
190485,Xanthomonas campestris pv. campestris str. ATCC 33913,Xanthomonas campestris ATCC33913,bacteria,core
190486,Xanthomonas axonopodis pv. citri str. 306,Xanthomonas axonopodis,bacteria,periphery
190650,Caulobacter crescentus CB15,Caulobacter crescentus,bacteria,periphery
192222,Campylobacter jejuni subsp. jejuni NCTC 11168,Campylobacter jejuni NCTC11168,bacteria,core
192952,Methanosarcina mazei Go1,Methanosarcina mazei,archaea,periphery
194439,Chlorobium tepidum TLS,Chlorobium tepidum,bacteria,core
195103,Clostridium perfringens ATCC 13124,Clostridium perfringens ATCC13124,bacteria,periphery
196162,Nocardioides sp. JS614,Nocardioides sp. JS614,bacteria,core
196164,Corynebacterium efficiens YS-314,Corynebacterium efficiens,bacteria,periphery
196627,Corynebacterium glutamicum ATCC 13032,Corynebacterium glutamicum,bacteria,periphery
197221,Thermosynechococcus elongatus BP-1,Thermosynechococcus elongatus,bacteria,core
198094,Bacillus anthracis str. Ames,Bacillus anthracis Ames,bacteria,periphery
198214,Shigella flexneri 2a str. 301,Shigella flexneri,bacteria,core
198628,Dickeya dadantii 3937,Dickeya dadantii 3937,bacteria,periphery
198804,Buchnera aphidicola str. Sg (Schizaphis graminum),Buchnera aphidicola Sg,bacteria,periphery
199310,Escherichia coli CFT073,Escherichia coli CFT073,bacteria,periphery
203119,Clostridium thermocellum ATCC 27405,Clostridium thermocellum,bacteria,periphery
203120,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,Leuconostoc mesenteroides,bacteria,periphery
203122,Saccharophagus degradans 2-40,Saccharophagus degradans,bacteria,core
203123,Oenococcus oeni PSU-1,Oenococcus oeni,bacteria,core
203124,Trichodesmium erythraeum IMS101,Trichodesmium erythraeum,bacteria,core
203267,Tropheryma whipplei str. Twist,Tropheryma whipplei,bacteria,core
203275,Tannerella forsythia ATCC 43037,Tannerella forsythia,bacteria,core
203907,Candidatus Blochmannia floridanus,Blochmannia floridanus,bacteria,periphery
204536,Sulfurihydrogenibium azorense Az-Fu1,Sulfurihydrogenibium azorense,bacteria,core
204669,Candidatus Koribacter versatilis Ellin345,Koribacter versatilis,bacteria,core
204773,Herminiimonas arsenicoxydans,Herminiimonas arsenicoxydans,bacteria,core
205914,Haemophilus somnus 129PT,Haemophilus somnus,bacteria,core
205918,Pseudomonas syringae pv. syringae B728a,Pseudomonas syringae syringae,bacteria,periphery
205920,Ehrlichia chaffeensis str. Arkansas,Ehrlichia chaffeensis,bacteria,periphery
205922,Pseudomonas fluorescens Pf0-1,Pseudomonas fluorescens Pf01,bacteria,periphery
206672,Bifidobacterium longum NCC2705,Bifidobacterium longum,bacteria,periphery
207559,Desulfovibrio alaskensis G20,Desulfovibrio alaskensis,bacteria,periphery
207949,Bermanella marisrubri,Bermanella marisrubri,bacteria,core
207954,Neptuniibacter caesariensis,Neptuniibacter caesariensis,bacteria,core
208348,Puccinia triticina,Puccinia triticina,eukaryota,periphery
208596,Carnobacterium sp. 17-4,Carnobacterium sp. 174,bacteria,periphery
208964,Pseudomonas aeruginosa PAO1,Pseudomonas aeruginosa,bacteria,periphery
210007,Streptococcus mutans UA159,Streptococcus mutans,bacteria,periphery
211110,Streptococcus agalactiae NEM316,Streptococcus agalactiae,bacteria,periphery
211586,Shewanella oneidensis MR-1,Shewanella oneidensis,bacteria,periphery
212042,Anaplasma phagocytophilum HZ,Anaplasma phagocytophilum,bacteria,core
212717,Clostridium tetani E88,Clostridium tetani,bacteria,core
272558,Bacillus halodurans C-125,Bacillus halodurans,bacteria,periphery
213810,Ruminococcus champanellensis 18P13,Ruminococcus champanellensis,bacteria,periphery
214092,Yersinia pestis CO92,Yersinia pestis CO92,bacteria,core
214684,Cryptococcus neoformans var. neoformans JEC21,Cryptococcus neoformans JEC21,eukaryota,periphery
216432,Croceibacter atlanticus HTCC2559,Croceibacter atlanticus,bacteria,core
216591,Burkholderia cenocepacia J2315,Burkholderia cenocepacia,bacteria,periphery
216594,Mycobacterium marinum M,Mycobacterium marinum,bacteria,periphery
216595,Pseudomonas fluorescens SBW25,Pseudomonas fluorescens SBW25,bacteria,periphery
216596,Rhizobium leguminosarum bv. viciae 3841,Rhizobium leguminosarum viciae,bacteria,core
216895,Vibrio vulnificus CMCP6,Vibrio vulnificus,bacteria,core
218491,Pectobacterium atrosepticum SCRI1043,Pectobacterium atrosepticum,bacteria,core
218493,Salmonella bongori NCTC 12419,Salmonella bongori,bacteria,periphery
218495,Streptococcus uberis 0140J,Streptococcus uberis,bacteria,periphery
218497,Chlamydophila abortus S26/3,Chlamydophila abortus,bacteria,periphery
219305,Micromonospora sp. ATCC 39149,Micromonospora sp. ATCC39149,bacteria,core
220341,Salmonella enterica subsp. enterica serovar Typhi str. CT18,Salmonella enterica CT18,bacteria,core
220664,Pseudomonas fluorescens Pf-5,Pseudomonas fluorescens Pf5,bacteria,periphery
220668,Lactobacillus plantarum WCFS1,Lactobacillus plantarum,bacteria,periphery
221109,Oceanobacillus iheyensis HTE831,Oceanobacillus iheyensis,bacteria,core
221359,Synechococcus sp. RS9916,Synechococcus sp. RS9916,bacteria,periphery
221360,Synechococcus sp. RS9917,Synechococcus sp. RS9917,bacteria,periphery
221988,Mannheimia succiniciproducens MBEL55E,Mannheimia succiniciproducens,bacteria,core
222891,Neorickettsia sennetsu str. Miyayama,Neorickettsia sennetsu,bacteria,periphery
222929,Coccidioides posadasii C735 delta SOWgp,Coccidioides posadasii,eukaryota,core
223283,Pseudomonas syringae pv. tomato str. DC3000,Pseudomonas syringae tomato,bacteria,periphery
223926,Vibrio parahaemolyticus RIMD 2210633,Vibrio parahaemolyticus,bacteria,periphery
224308,Bacillus subtilis subsp. subtilis str. 168,Bacillus subtilis 168,bacteria,periphery
224324,Aquifex aeolicus VF5,Aquifex aeolicus,bacteria,core
224325,Archaeoglobus fulgidus DSM 4304,Archaeoglobus fulgidus,archaea,periphery
224326,Borrelia burgdorferi B31,Borrelia burgdorferi,bacteria,periphery
224911,Bradyrhizobium japonicum USDA 110,Bradyrhizobium japonicum USDA110,bacteria,periphery
224914,Brucella melitensis bv. 1 str. 16M,Brucella melitensis,bacteria,core
224915,Buchnera aphidicola str. Bp (Baizongia pistaciae),Buchnera aphidicola Bp,bacteria,periphery
225849,Shewanella piezotolerans WP3,Shewanella piezotolerans,bacteria,periphery
225937,Marinobacter adhaerens HP15,Marinobacter adhaerens,bacteria,periphery
226185,Enterococcus faecalis V583,Enterococcus faecalis,bacteria,core
226186,Bacteroides thetaiotaomicron VPI-5482,Bacteroides thetaiotaomicron,bacteria,periphery
226900,Bacillus cereus ATCC 14579,Bacillus cereus ATCC14579,bacteria,periphery
227377,Coxiella burnetii RSA 493,Coxiella burnetii,bacteria,core
227882,Streptomyces avermitilis MA-4680,Streptomyces avermitilis,bacteria,periphery
227941,Chlamydophila caviae GPIC,Chlamydophila caviae,bacteria,core
228399,Actinobacillus pleuropneumoniae serovar 1 str. 4074,Actinobacillus pleuropneumoniae 1,bacteria,core
228405,Hyphomonas neptunium ATCC 15444,Hyphomonas neptunium,bacteria,core
228410,Nitrosomonas europaea ATCC 19718,Nitrosomonas europaea,bacteria,periphery
